date,open,high,low,close,adjClose
1982-09-01,663.08,674.68,640.87,640.87,640.87
1982-09-02,663.08,674.68,640.87,640.87,640.87
1982-09-03,663.08,674.68,640.87,640.87,640.87
1982-09-07,663.08,674.68,640.87,640.87,640.87
1982-09-08,663.08,674.68,640.87,640.87,640.87
1982-09-09,663.08,674.68,640.87,640.87,640.87
1982-09-10,663.08,674.68,640.87,640.87,640.87
1982-09-13,663.08,674.68,640.87,640.87,640.87
1982-09-14,663.08,674.68,640.87,640.87,640.87
1982-09-15,663.08,674.68,640.87,640.87,640.87
1982-09-16,663.08,674.68,640.87,640.87,640.87
1982-09-17,663.08,674.68,640.87,640.87,640.87
1982-09-20,663.08,674.68,640.87,640.87,640.87
1982-09-21,663.08,674.68,640.87,640.87,640.87
1982-09-22,663.08,674.68,640.87,640.87,640.87
1982-09-23,663.08,674.68,640.87,640.87,640.87
1982-09-24,663.08,674.68,640.87,640.87,640.87
1982-09-27,663.08,674.68,640.87,640.87,640.87
1982-09-28,663.08,674.68,640.87,640.87,640.87
1982-09-29,663.08,674.68,640.87,640.87,640.87
1982-09-30,663.08,674.68,640.87,640.87,640.87
1982-10-01,631.85,657.37,627.03,637.15,637.15
1982-10-04,631.85,657.37,627.03,637.15,637.15
1982-10-05,631.85,657.37,627.03,637.15,637.15
1982-10-06,631.85,657.37,627.03,637.15,637.15
1982-10-07,631.85,657.37,627.03,637.15,637.15
1982-10-08,631.85,657.37,627.03,637.15,637.15
1982-10-11,631.85,657.37,627.03,637.15,637.15
1982-10-12,631.85,657.37,627.03,637.15,637.15
1982-10-13,631.85,657.37,627.03,637.15,637.15
1982-10-14,631.85,657.37,627.03,637.15,637.15
1982-10-15,631.85,657.37,627.03,637.15,637.15
1982-10-18,631.85,657.37,627.03,637.15,637.15
1982-10-19,631.85,657.37,627.03,637.15,637.15
1982-10-20,631.85,657.37,627.03,637.15,637.15
1982-10-21,631.85,657.37,627.03,637.15,637.15
1982-10-22,631.85,657.37,627.03,637.15,637.15
1982-10-25,631.85,657.37,627.03,637.15,637.15
1982-10-26,631.85,657.37,627.03,637.15,637.15
1982-10-27,631.85,657.37,627.03,637.15,637.15
1982-10-28,631.85,657.37,627.03,637.15,637.15
1982-10-29,631.85,657.37,627.03,637.15,637.15
1982-11-01,636.27,662.85,636.27,662.58,662.58
1982-11-02,636.27,662.85,636.27,662.58,662.58
1982-11-03,636.27,662.85,636.27,662.58,662.58
1982-11-04,636.27,662.85,636.27,662.58,662.58
1982-11-05,636.27,662.85,636.27,662.58,662.58
1982-11-08,636.27,662.85,636.27,662.58,662.58
1982-11-09,636.27,662.85,636.27,662.58,662.58
1982-11-10,636.27,662.85,636.27,662.58,662.58
1982-11-11,636.27,662.85,636.27,662.58,662.58
1982-11-12,636.27,662.85,636.27,662.58,662.58
1982-11-15,636.27,662.85,636.27,662.58,662.58
1982-11-16,636.27,662.85,636.27,662.58,662.58
1982-11-17,636.27,662.85,636.27,662.58,662.58
1982-11-18,636.27,662.85,636.27,662.58,662.58
1982-11-19,636.27,662.85,636.27,662.58,662.58
1982-11-22,636.27,662.85,636.27,662.58,662.58
1982-11-23,636.27,662.85,636.27,662.58,662.58
1982-11-24,636.27,662.85,636.27,662.58,662.58
1982-11-26,636.27,662.85,636.27,662.58,662.58
1982-11-29,636.27,662.85,636.27,662.58,662.58
1982-11-30,636.27,662.85,636.27,662.58,662.58
1982-12-01,661.75,664.81,643.81,655.05,655.05
1982-12-02,661.75,664.81,643.81,655.05,655.05
1982-12-03,661.75,664.81,643.81,655.05,655.05
1982-12-06,661.75,664.81,643.81,655.05,655.05
1982-12-07,661.75,664.81,643.81,655.05,655.05
1982-12-08,661.75,664.81,643.81,655.05,655.05
1982-12-09,661.75,664.81,643.81,655.05,655.05
1982-12-10,661.75,664.81,643.81,655.05,655.05
1982-12-13,661.75,664.81,643.81,655.05,655.05
1982-12-14,661.75,664.81,643.81,655.05,655.05
1982-12-15,661.75,664.81,643.81,655.05,655.05
1982-12-16,661.75,664.81,643.81,655.05,655.05
1982-12-17,661.75,664.81,643.81,655.05,655.05
1982-12-20,661.75,664.81,643.81,655.05,655.05
1982-12-21,661.75,664.81,643.81,655.05,655.05
1982-12-22,661.75,664.81,643.81,655.05,655.05
1982-12-23,661.75,664.81,643.81,655.05,655.05
1982-12-27,661.75,664.81,643.81,655.05,655.05
1982-12-28,661.75,664.81,643.81,655.05,655.05
1982-12-29,661.75,664.81,643.81,655.05,655.05
1982-12-30,661.75,664.81,643.81,655.05,655.05
1982-12-31,661.75,664.81,643.81,655.05,655.05
1983-01-03,657.98,683.63,657.88,659.62,659.62
1983-01-04,657.98,683.63,657.88,659.62,659.62
1983-01-05,657.98,683.63,657.88,659.62,659.62
1983-01-06,657.98,683.63,657.88,659.62,659.62
1983-01-07,657.98,683.63,657.88,659.62,659.62
1983-01-10,657.98,683.63,657.88,659.62,659.62
1983-01-11,657.98,683.63,657.88,659.62,659.62
1983-01-12,657.98,683.63,657.88,659.62,659.62
1983-01-13,657.98,683.63,657.88,659.62,659.62
1983-01-14,657.98,683.63,657.88,659.62,659.62
1983-01-17,657.98,683.63,657.88,659.62,659.62
1983-01-18,657.98,683.63,657.88,659.62,659.62
1983-01-19,657.98,683.63,657.88,659.62,659.62
1983-01-20,657.98,683.63,657.88,659.62,659.62
1983-01-21,657.98,683.63,657.88,659.62,659.62
1983-01-24,657.98,683.63,657.88,659.62,659.62
1983-01-25,657.98,683.63,657.88,659.62,659.62
1983-01-26,657.98,683.63,657.88,659.62,659.62
1983-01-27,657.98,683.63,657.88,659.62,659.62
1983-01-28,657.98,683.63,657.88,659.62,659.62
1983-01-31,657.98,683.63,657.88,659.62,659.62
1983-02-01,665.59,679.84,652.08,652.08,652.08
1983-02-02,665.59,679.84,652.08,652.08,652.08
1983-02-03,665.59,679.84,652.08,652.08,652.08
1983-02-04,665.59,679.84,652.08,652.08,652.08
1983-02-07,665.59,679.84,652.08,652.08,652.08
1983-02-08,665.59,679.84,652.08,652.08,652.08
1983-02-09,665.59,679.84,652.08,652.08,652.08
1983-02-10,665.59,679.84,652.08,652.08,652.08
1983-02-11,665.59,679.84,652.08,652.08,652.08
1983-02-14,665.59,679.84,652.08,652.08,652.08
1983-02-15,665.59,679.84,652.08,652.08,652.08
1983-02-16,665.59,679.84,652.08,652.08,652.08
1983-02-17,665.59,679.84,652.08,652.08,652.08
1983-02-18,665.59,679.84,652.08,652.08,652.08
1983-02-22,665.59,679.84,652.08,652.08,652.08
1983-02-23,665.59,679.84,652.08,652.08,652.08
1983-02-24,665.59,679.84,652.08,652.08,652.08
1983-02-25,665.59,679.84,652.08,652.08,652.08
1983-02-28,665.59,679.84,652.08,652.08,652.08
1983-03-01,660.47,696.02,657.05,696.02,696.02
1983-03-02,660.47,696.02,657.05,696.02,696.02
1983-03-03,660.47,696.02,657.05,696.02,696.02
1983-03-04,660.47,696.02,657.05,696.02,696.02
1983-03-07,660.47,696.02,657.05,696.02,696.02
1983-03-08,660.47,696.02,657.05,696.02,696.02
1983-03-09,660.47,696.02,657.05,696.02,696.02
1983-03-10,660.47,696.02,657.05,696.02,696.02
1983-03-11,660.47,696.02,657.05,696.02,696.02
1983-03-14,660.47,696.02,657.05,696.02,696.02
1983-03-15,660.47,696.02,657.05,696.02,696.02
1983-03-16,660.47,696.02,657.05,696.02,696.02
1983-03-17,660.47,696.02,657.05,696.02,696.02
1983-03-18,660.47,696.02,657.05,696.02,696.02
1983-03-21,660.47,696.02,657.05,696.02,696.02
1983-03-22,660.47,696.02,657.05,696.02,696.02
1983-03-23,660.47,696.02,657.05,696.02,696.02
1983-03-24,660.47,696.02,657.05,696.02,696.02
1983-03-25,660.47,696.02,657.05,696.02,696.02
1983-03-28,660.47,696.02,657.05,696.02,696.02
1983-03-29,660.47,696.02,657.05,696.02,696.02
1983-03-30,660.47,696.02,657.05,696.02,696.02
1983-03-31,660.47,696.02,657.05,696.02,696.02
1983-04-04,696.02,715.5,696.02,702.84,702.84
1983-04-05,696.02,715.5,696.02,702.84,702.84
1983-04-06,696.02,715.5,696.02,702.84,702.84
1983-04-07,696.02,715.5,696.02,702.84,702.84
1983-04-08,696.02,715.5,696.02,702.84,702.84
1983-04-11,696.02,715.5,696.02,702.84,702.84
1983-04-12,696.02,715.5,696.02,702.84,702.84
1983-04-13,696.02,715.5,696.02,702.84,702.84
1983-04-14,696.02,715.5,696.02,702.84,702.84
1983-04-15,696.02,715.5,696.02,702.84,702.84
1983-04-18,696.02,715.5,696.02,702.84,702.84
1983-04-19,696.02,715.5,696.02,702.84,702.84
1983-04-20,696.02,715.5,696.02,702.84,702.84
1983-04-21,696.02,715.5,696.02,702.84,702.84
1983-04-22,696.02,715.5,696.02,702.84,702.84
1983-04-25,696.02,715.5,696.02,702.84,702.84
1983-04-26,696.02,715.5,696.02,702.84,702.84
1983-04-27,696.02,715.5,696.02,702.84,702.84
1983-04-28,696.02,715.5,696.02,702.84,702.84
1983-04-29,696.02,715.5,696.02,702.84,702.84
1983-05-02,696.18,710.24,693.11,706.54,706.54
1983-05-03,696.18,710.24,693.11,706.54,706.54
1983-05-04,696.18,710.24,693.11,706.54,706.54
1983-05-05,696.18,710.24,693.11,706.54,706.54
1983-05-06,696.18,710.24,693.11,706.54,706.54
1983-05-09,696.18,710.24,693.11,706.54,706.54
1983-05-10,696.18,710.24,693.11,706.54,706.54
1983-05-11,696.18,710.24,693.11,706.54,706.54
1983-05-12,696.18,710.24,693.11,706.54,706.54
1983-05-13,696.18,710.24,693.11,706.54,706.54
1983-05-16,696.18,710.24,693.11,706.54,706.54
1983-05-17,696.18,710.24,693.11,706.54,706.54
1983-05-18,696.18,710.24,693.11,706.54,706.54
1983-05-19,696.18,710.24,693.11,706.54,706.54
1983-05-20,696.18,710.24,693.11,706.54,706.54
1983-05-23,696.18,710.24,693.11,706.54,706.54
1983-05-24,696.18,710.24,693.11,706.54,706.54
1983-05-25,696.18,710.24,693.11,706.54,706.54
1983-05-26,696.18,710.24,693.11,706.54,706.54
1983-05-27,696.18,710.24,693.11,706.54,706.54
1983-05-31,696.18,710.24,693.11,706.54,706.54
1983-06-01,700.31,724.19,700.31,715.59,715.59
1983-06-02,700.31,724.19,700.31,715.59,715.59
1983-06-03,700.31,724.19,700.31,715.59,715.59
1983-06-06,700.31,724.19,700.31,715.59,715.59
1983-06-07,700.31,724.19,700.31,715.59,715.59
1983-06-08,700.31,724.19,700.31,715.59,715.59
1983-06-09,700.31,724.19,700.31,715.59,715.59
1983-06-10,700.31,724.19,700.31,715.59,715.59
1983-06-13,700.31,724.19,700.31,715.59,715.59
1983-06-14,700.31,724.19,700.31,715.59,715.59
1983-06-15,700.31,724.19,700.31,715.59,715.59
1983-06-16,700.31,724.19,700.31,715.59,715.59
1983-06-17,700.31,724.19,700.31,715.59,715.59
1983-06-20,700.31,724.19,700.31,715.59,715.59
1983-06-21,700.31,724.19,700.31,715.59,715.59
1983-06-22,700.31,724.19,700.31,715.59,715.59
1983-06-23,700.31,724.19,700.31,715.59,715.59
1983-06-24,700.31,724.19,700.31,715.59,715.59
1983-06-27,700.31,724.19,700.31,715.59,715.59
1983-06-28,700.31,724.19,700.31,715.59,715.59
1983-06-29,700.31,724.19,700.31,715.59,715.59
1983-06-30,700.31,724.19,700.31,715.59,715.59
1983-07-01,713.52,743.16,710.03,740.79,740.79
1983-07-05,713.52,743.16,710.03,740.79,740.79
1983-07-06,713.52,743.16,710.03,740.79,740.79
1983-07-07,713.52,743.16,710.03,740.79,740.79
1983-07-08,713.52,743.16,710.03,740.79,740.79
1983-07-11,713.52,743.16,710.03,740.79,740.79
1983-07-12,713.52,743.16,710.03,740.79,740.79
1983-07-13,713.52,743.16,710.03,740.79,740.79
1983-07-14,713.52,743.16,710.03,740.79,740.79
1983-07-15,713.52,743.16,710.03,740.79,740.79
1983-07-18,713.52,743.16,710.03,740.79,740.79
1983-07-19,713.52,743.16,710.03,740.79,740.79
1983-07-20,713.52,743.16,710.03,740.79,740.79
1983-07-21,713.52,743.16,710.03,740.79,740.79
1983-07-22,713.52,743.16,710.03,740.79,740.79
1983-07-25,713.52,743.16,710.03,740.79,740.79
1983-07-26,713.52,743.16,710.03,740.79,740.79
1983-07-27,713.52,743.16,710.03,740.79,740.79
1983-07-28,713.52,743.16,710.03,740.79,740.79
1983-07-29,713.52,743.16,710.03,740.79,740.79
1983-08-01,750.84,774.84,750.84,753.78,753.78
1983-08-02,750.84,774.84,750.84,753.78,753.78
1983-08-03,750.84,774.84,750.84,753.78,753.78
1983-08-04,750.84,774.84,750.84,753.78,753.78
1983-08-05,750.84,774.84,750.84,753.78,753.78
1983-08-08,750.84,774.84,750.84,753.78,753.78
1983-08-09,750.84,774.84,750.84,753.78,753.78
1983-08-10,750.84,774.84,750.84,753.78,753.78
1983-08-11,750.84,774.84,750.84,753.78,753.78
1983-08-12,750.84,774.84,750.84,753.78,753.78
1983-08-15,750.84,774.84,750.84,753.78,753.78
1983-08-16,750.84,774.84,750.84,753.78,753.78
1983-08-17,750.84,774.84,750.84,753.78,753.78
1983-08-18,750.84,774.84,750.84,753.78,753.78
1983-08-19,750.84,774.84,750.84,753.78,753.78
1983-08-22,750.84,774.84,750.84,753.78,753.78
1983-08-23,750.84,774.84,750.84,753.78,753.78
1983-08-24,750.84,774.84,750.84,753.78,753.78
1983-08-25,750.84,774.84,750.84,753.78,753.78
1983-08-26,750.84,774.84,750.84,753.78,753.78
1983-08-29,750.84,774.84,750.84,753.78,753.78
1983-08-30,750.84,774.84,750.84,753.78,753.78
1983-08-31,750.84,774.84,750.84,753.78,753.78
1983-09-01,750.04,757.6,733.3,733.3,733.3
1983-09-02,750.04,757.6,733.3,733.3,733.3
1983-09-06,750.04,757.6,733.3,733.3,733.3
1983-09-07,750.04,757.6,733.3,733.3,733.3
1983-09-08,750.04,757.6,733.3,733.3,733.3
1983-09-09,750.04,757.6,733.3,733.3,733.3
1983-09-12,750.04,757.6,733.3,733.3,733.3
1983-09-13,750.04,757.6,733.3,733.3,733.3
1983-09-14,750.04,757.6,733.3,733.3,733.3
1983-09-15,750.04,757.6,733.3,733.3,733.3
1983-09-16,750.04,757.6,733.3,733.3,733.3
1983-09-19,750.04,757.6,733.3,733.3,733.3
1983-09-20,750.04,757.6,733.3,733.3,733.3
1983-09-21,750.04,757.6,733.3,733.3,733.3
1983-09-22,750.04,757.6,733.3,733.3,733.3
1983-09-23,750.04,757.6,733.3,733.3,733.3
1983-09-26,750.04,757.6,733.3,733.3,733.3
1983-09-27,750.04,757.6,733.3,733.3,733.3
1983-09-28,750.04,757.6,733.3,733.3,733.3
1983-09-29,750.04,757.6,733.3,733.3,733.3
1983-09-30,750.04,757.6,733.3,733.3,733.3
1983-10-03,724.35,739.98,722.04,724.35,724.35
1983-10-04,724.35,739.98,722.04,724.35,724.35
1983-10-05,724.35,739.98,722.04,724.35,724.35
1983-10-06,724.35,739.98,722.04,724.35,724.35
1983-10-07,724.35,739.98,722.04,724.35,724.35
1983-10-10,724.35,739.98,722.04,724.35,724.35
1983-10-11,724.35,739.98,722.04,724.35,724.35
1983-10-12,724.35,739.98,722.04,724.35,724.35
1983-10-13,724.35,739.98,722.04,724.35,724.35
1983-10-14,724.35,739.98,722.04,724.35,724.35
1983-10-17,724.35,739.98,722.04,724.35,724.35
1983-10-18,724.35,739.98,722.04,724.35,724.35
1983-10-19,724.35,739.98,722.04,724.35,724.35
1983-10-20,724.35,739.98,722.04,724.35,724.35
1983-10-21,724.35,739.98,722.04,724.35,724.35
1983-10-24,724.35,739.98,722.04,724.35,724.35
1983-10-25,724.35,739.98,722.04,724.35,724.35
1983-10-26,724.35,739.98,722.04,724.35,724.35
1983-10-27,724.35,739.98,722.04,724.35,724.35
1983-10-28,724.35,739.98,722.04,724.35,724.35
1983-10-31,724.35,739.98,722.04,724.35,724.35
1983-11-01,727.95,739.53,720.77,724.98,724.98
1983-11-02,727.95,739.53,720.77,724.98,724.98
1983-11-03,727.95,739.53,720.77,724.98,724.98
1983-11-04,727.95,739.53,720.77,724.98,724.98
1983-11-07,727.95,739.53,720.77,724.98,724.98
1983-11-08,727.95,739.53,720.77,724.98,724.98
1983-11-09,727.95,739.53,720.77,724.98,724.98
1983-11-10,727.95,739.53,720.77,724.98,724.98
1983-11-11,727.95,739.53,720.77,724.98,724.98
1983-11-14,727.95,739.53,720.77,724.98,724.98
1983-11-15,727.95,739.53,720.77,724.98,724.98
1983-11-16,727.95,739.53,720.77,724.98,724.98
1983-11-17,727.95,739.53,720.77,724.98,724.98
1983-11-18,727.95,739.53,720.77,724.98,724.98
1983-11-21,727.95,739.53,720.77,724.98,724.98
1983-11-22,727.95,739.53,720.77,724.98,724.98
1983-11-23,727.95,739.53,720.77,724.98,724.98
1983-11-25,727.95,739.53,720.77,724.98,724.98
1983-11-28,727.95,739.53,720.77,724.98,724.98
1983-11-29,727.95,739.53,720.77,724.98,724.98
1983-11-30,727.95,739.53,720.77,724.98,724.98
1983-12-01,729.01,770.8,724.87,761.53,761.53
1983-12-02,729.01,770.8,724.87,761.53,761.53
1983-12-05,729.01,770.8,724.87,761.53,761.53
1983-12-06,729.01,770.8,724.87,761.53,761.53
1983-12-07,729.01,770.8,724.87,761.53,761.53
1983-12-08,729.01,770.8,724.87,761.53,761.53
1983-12-09,729.01,770.8,724.87,761.53,761.53
1983-12-12,729.01,770.8,724.87,761.53,761.53
1983-12-13,729.01,770.8,724.87,761.53,761.53
1983-12-14,729.01,770.8,724.87,761.53,761.53
1983-12-15,729.01,770.8,724.87,761.53,761.53
1983-12-16,729.01,770.8,724.87,761.53,761.53
1983-12-19,729.01,770.8,724.87,761.53,761.53
1983-12-20,729.01,770.8,724.87,761.53,761.53
1983-12-21,729.01,770.8,724.87,761.53,761.53
1983-12-22,729.01,770.8,724.87,761.53,761.53
1983-12-23,729.01,770.8,724.87,761.53,761.53
1983-12-27,729.01,770.8,724.87,761.53,761.53
1983-12-28,729.01,770.8,724.87,761.53,761.53
1983-12-29,729.01,770.8,724.87,761.53,761.53
1983-12-30,729.01,770.8,724.87,761.53,761.53
1984-01-03,761.53,781.46,747.23,769.52,769.52
1984-01-04,761.53,781.46,747.23,769.52,769.52
1984-01-05,761.53,781.46,747.23,769.52,769.52
1984-01-06,761.53,781.46,747.23,769.52,769.52
1984-01-09,761.53,781.46,747.23,769.52,769.52
1984-01-10,761.53,781.46,747.23,769.52,769.52
1984-01-11,761.53,781.46,747.23,769.52,769.52
1984-01-12,761.53,781.46,747.23,769.52,769.52
1984-01-13,761.53,781.46,747.23,769.52,769.52
1984-01-16,761.53,781.46,747.23,769.52,769.52
1984-01-17,761.53,781.46,747.23,769.52,769.52
1984-01-18,761.53,781.46,747.23,769.52,769.52
1984-01-19,761.53,781.46,747.23,769.52,769.52
1984-01-20,761.53,781.46,747.23,769.52,769.52
1984-01-23,761.53,781.46,747.23,769.52,769.52
1984-01-24,761.53,781.46,747.23,769.52,769.52
1984-01-25,761.53,781.46,747.23,769.52,769.52
1984-01-26,761.53,781.46,747.23,769.52,769.52
1984-01-27,761.53,781.46,747.23,769.52,769.52
1984-01-30,761.53,781.46,747.23,769.52,769.52
1984-01-31,761.53,781.46,747.23,769.52,769.52
1984-02-01,782.03,782.03,744.4,773.2,773.2
1984-02-02,782.03,782.03,744.4,773.2,773.2
1984-02-03,782.03,782.03,744.4,773.2,773.2
1984-02-06,782.03,782.03,744.4,773.2,773.2
1984-02-07,782.03,782.03,744.4,773.2,773.2
1984-02-08,782.03,782.03,744.4,773.2,773.2
1984-02-09,782.03,782.03,744.4,773.2,773.2
1984-02-10,782.03,782.03,744.4,773.2,773.2
1984-02-13,782.03,782.03,744.4,773.2,773.2
1984-02-14,782.03,782.03,744.4,773.2,773.2
1984-02-15,782.03,782.03,744.4,773.2,773.2
1984-02-16,782.03,782.03,744.4,773.2,773.2
1984-02-17,782.03,782.03,744.4,773.2,773.2
1984-02-21,782.03,782.03,744.4,773.2,773.2
1984-02-22,782.03,782.03,744.4,773.2,773.2
1984-02-23,782.03,782.03,744.4,773.2,773.2
1984-02-24,782.03,782.03,744.4,773.2,773.2
1984-02-27,782.03,782.03,744.4,773.2,773.2
1984-02-28,782.03,782.03,744.4,773.2,773.2
1984-02-29,782.03,782.03,744.4,773.2,773.2
1984-03-01,775.86,811.16,775.86,811.16,811.16
1984-03-02,775.86,811.16,775.86,811.16,811.16
1984-03-05,775.86,811.16,775.86,811.16,811.16
1984-03-06,775.86,811.16,775.86,811.16,811.16
1984-03-07,775.86,811.16,775.86,811.16,811.16
1984-03-08,775.86,811.16,775.86,811.16,811.16
1984-03-09,775.86,811.16,775.86,811.16,811.16
1984-03-12,775.86,811.16,775.86,811.16,811.16
1984-03-13,775.86,811.16,775.86,811.16,811.16
1984-03-14,775.86,811.16,775.86,811.16,811.16
1984-03-15,775.86,811.16,775.86,811.16,811.16
1984-03-16,775.86,811.16,775.86,811.16,811.16
1984-03-19,775.86,811.16,775.86,811.16,811.16
1984-03-20,775.86,811.16,775.86,811.16,811.16
1984-03-21,775.86,811.16,775.86,811.16,811.16
1984-03-22,775.86,811.16,775.86,811.16,811.16
1984-03-23,775.86,811.16,775.86,811.16,811.16
1984-03-26,775.86,811.16,775.86,811.16,811.16
1984-03-27,775.86,811.16,775.86,811.16,811.16
1984-03-28,775.86,811.16,775.86,811.16,811.16
1984-03-29,775.86,811.16,775.86,811.16,811.16
1984-03-30,775.86,811.16,775.86,811.16,811.16
1984-04-02,814.84,820.57,802.04,802.04,802.04
1984-04-03,814.84,820.57,802.04,802.04,802.04
1984-04-04,814.84,820.57,802.04,802.04,802.04
1984-04-05,814.84,820.57,802.04,802.04,802.04
1984-04-06,814.84,820.57,802.04,802.04,802.04
1984-04-09,814.84,820.57,802.04,802.04,802.04
1984-04-10,814.84,820.57,802.04,802.04,802.04
1984-04-11,814.84,820.57,802.04,802.04,802.04
1984-04-12,814.84,820.57,802.04,802.04,802.04
1984-04-13,814.84,820.57,802.04,802.04,802.04
1984-04-16,814.84,820.57,802.04,802.04,802.04
1984-04-17,814.84,820.57,802.04,802.04,802.04
1984-04-18,814.84,820.57,802.04,802.04,802.04
1984-04-19,814.84,820.57,802.04,802.04,802.04
1984-04-23,814.84,820.57,802.04,802.04,802.04
1984-04-24,814.84,820.57,802.04,802.04,802.04
1984-04-25,814.84,820.57,802.04,802.04,802.04
1984-04-26,814.84,820.57,802.04,802.04,802.04
1984-04-27,814.84,820.57,802.04,802.04,802.04
1984-04-30,814.84,820.57,802.04,802.04,802.04
1984-05-01,804.01,839.23,804.01,825.33,825.33
1984-05-02,804.01,839.23,804.01,825.33,825.33
1984-05-03,804.01,839.23,804.01,825.33,825.33
1984-05-04,804.01,839.23,804.01,825.33,825.33
1984-05-07,804.01,839.23,804.01,825.33,825.33
1984-05-08,804.01,839.23,804.01,825.33,825.33
1984-05-09,804.01,839.23,804.01,825.33,825.33
1984-05-10,804.01,839.23,804.01,825.33,825.33
1984-05-11,804.01,839.23,804.01,825.33,825.33
1984-05-14,804.01,839.23,804.01,825.33,825.33
1984-05-15,804.01,839.23,804.01,825.33,825.33
1984-05-16,804.01,839.23,804.01,825.33,825.33
1984-05-17,804.01,839.23,804.01,825.33,825.33
1984-05-18,804.01,839.23,804.01,825.33,825.33
1984-05-21,804.01,839.23,804.01,825.33,825.33
1984-05-22,804.01,839.23,804.01,825.33,825.33
1984-05-23,804.01,839.23,804.01,825.33,825.33
1984-05-24,804.01,839.23,804.01,825.33,825.33
1984-05-25,804.01,839.23,804.01,825.33,825.33
1984-05-29,804.01,839.23,804.01,825.33,825.33
1984-05-30,804.01,839.23,804.01,825.33,825.33
1984-05-31,804.01,839.23,804.01,825.33,825.33
1984-06-01,823.25,823.59,797.07,806.68,806.68
1984-06-04,823.25,823.59,797.07,806.68,806.68
1984-06-05,823.25,823.59,797.07,806.68,806.68
1984-06-06,823.25,823.59,797.07,806.68,806.68
1984-06-07,823.25,823.59,797.07,806.68,806.68
1984-06-08,823.25,823.59,797.07,806.68,806.68
1984-06-11,823.25,823.59,797.07,806.68,806.68
1984-06-12,823.25,823.59,797.07,806.68,806.68
1984-06-13,823.25,823.59,797.07,806.68,806.68
1984-06-14,823.25,823.59,797.07,806.68,806.68
1984-06-15,823.25,823.59,797.07,806.68,806.68
1984-06-18,823.25,823.59,797.07,806.68,806.68
1984-06-19,823.25,823.59,797.07,806.68,806.68
1984-06-20,823.25,823.59,797.07,806.68,806.68
1984-06-21,823.25,823.59,797.07,806.68,806.68
1984-06-22,823.25,823.59,797.07,806.68,806.68
1984-06-25,823.25,823.59,797.07,806.68,806.68
1984-06-26,823.25,823.59,797.07,806.68,806.68
1984-06-27,823.25,823.59,797.07,806.68,806.68
1984-06-28,823.25,823.59,797.07,806.68,806.68
1984-06-29,823.25,823.59,797.07,806.68,806.68
1984-07-02,799.02,799.02,750.06,752.5,752.5
1984-07-03,799.02,799.02,750.06,752.5,752.5
1984-07-05,799.02,799.02,750.06,752.5,752.5
1984-07-06,799.02,799.02,750.06,752.5,752.5
1984-07-09,799.02,799.02,750.06,752.5,752.5
1984-07-10,799.02,799.02,750.06,752.5,752.5
1984-07-11,799.02,799.02,750.06,752.5,752.5
1984-07-12,799.02,799.02,750.06,752.5,752.5
1984-07-13,799.02,799.02,750.06,752.5,752.5
1984-07-16,799.02,799.02,750.06,752.5,752.5
1984-07-17,799.02,799.02,750.06,752.5,752.5
1984-07-18,799.02,799.02,750.06,752.5,752.5
1984-07-19,799.02,799.02,750.06,752.5,752.5
1984-07-20,799.02,799.02,750.06,752.5,752.5
1984-07-23,799.02,799.02,750.06,752.5,752.5
1984-07-24,799.02,799.02,750.06,752.5,752.5
1984-07-25,799.02,799.02,750.06,752.5,752.5
1984-07-26,799.02,799.02,750.06,752.5,752.5
1984-07-27,799.02,799.02,750.06,752.5,752.5
1984-07-30,799.02,799.02,750.06,752.5,752.5
1984-07-31,799.02,799.02,750.06,752.5,752.5
1984-08-01,763.8,790.01,763.8,784.8,784.8
1984-08-02,763.8,790.01,763.8,784.8,784.8
1984-08-03,763.8,790.01,763.8,784.8,784.8
1984-08-06,763.8,790.01,763.8,784.8,784.8
1984-08-07,763.8,790.01,763.8,784.8,784.8
1984-08-08,763.8,790.01,763.8,784.8,784.8
1984-08-09,763.8,790.01,763.8,784.8,784.8
1984-08-10,763.8,790.01,763.8,784.8,784.8
1984-08-13,763.8,790.01,763.8,784.8,784.8
1984-08-14,763.8,790.01,763.8,784.8,784.8
1984-08-15,763.8,790.01,763.8,784.8,784.8
1984-08-16,763.8,790.01,763.8,784.8,784.8
1984-08-17,763.8,790.01,763.8,784.8,784.8
1984-08-20,763.8,790.01,763.8,784.8,784.8
1984-08-21,763.8,790.01,763.8,784.8,784.8
1984-08-22,763.8,790.01,763.8,784.8,784.8
1984-08-23,763.8,790.01,763.8,784.8,784.8
1984-08-24,763.8,790.01,763.8,784.8,784.8
1984-08-27,763.8,790.01,763.8,784.8,784.8
1984-08-28,763.8,790.01,763.8,784.8,784.8
1984-08-29,763.8,790.01,763.8,784.8,784.8
1984-08-30,763.8,790.01,763.8,784.8,784.8
1984-08-31,763.8,790.01,763.8,784.8,784.8
1984-09-04,784.8,786.69,777.43,778.64,778.64
1984-09-05,784.8,786.69,777.43,778.64,778.64
1984-09-06,784.8,786.69,777.43,778.64,778.64
1984-09-07,784.8,786.69,777.43,778.64,778.64
1984-09-10,784.8,786.69,777.43,778.64,778.64
1984-09-11,784.8,786.69,777.43,778.64,778.64
1984-09-12,784.8,786.69,777.43,778.64,778.64
1984-09-13,784.8,786.69,777.43,778.64,778.64
1984-09-14,784.8,786.69,777.43,778.64,778.64
